19.5407 ,-32.4654 ,1.0035 ,41.2205 ,
12.8793 ,-43.0534 ,0.0000 ,0.0000 ,
11.8627 ,-42.8080 ,0.2280 ,32.2164 ,
10.0673 ,-33.0490 ,1.3165 ,63.8964 ,
8.8622 ,-26.7687 ,0.2385 ,42.8895 ,
2.0057 ,17.0379 ,1.1231 ,71.1334 ,
1.1597 ,-4.2187 ,0.0479 ,83.8766 ,
0.9705 ,-22.2888 ,0.0362 ,57.0738 ,
0.8636 ,0.5646 ,0.0282 ,88.8981 ,
15.8278 ,-44.6275 ,0.8937 ,23.5309 ,
1.9917 ,18.7702 ,1.1078 ,75.0523 ,
1.1587 ,-4.8167 ,0.0414 ,83.3092 ,
0.9767 ,-20.3944 ,0.0118 ,56.8164 ,
0.8635 ,-0.7973 ,0.0041 ,83.3596 ,
19.1535 ,-33.0376 ,4.8376 ,39.1329 ,
1.9346 ,9.4506 ,1.1631 ,78.5078 ,
1.1594 ,-3.9447 ,0.0244 ,84.3536 ,
0.9772 ,-20.4321 ,0.0068 ,68.8177 ,
0.8635 ,-0.5006 ,0.0054 ,84.8419 ,
16.8110 ,-18.1870 ,3.2142 ,39.3366 ,
2.9024 ,5.2979 ,0.0000 ,0.0000 ,
1.9354 ,9.0440 ,1.1610 ,78.6222 ,
1.0569 ,-11.8223 ,0.1806 ,47.2134 ,
0.8635 ,-0.5880 ,0.0058 ,85.9838 ,
13.1938 ,-15.3619 ,0.5656 ,74.6466 ,
12.0366 ,-14.0057 ,0.6813 ,46.7610 ,
10.6641 ,-13.2352 ,0.1901 ,87.4342 ,
9.8316 ,-6.3302 ,0.7915 ,62.1353 ,
1.9635 ,20.7361 ,1.0930 ,78.9015 ,
0.9340 ,-10.4431 ,0.1836 ,61.6233 ,
22.9357 ,6.5952 ,0.5145 ,64.7778 ,
10.6146 ,14.4537 ,0.5030 ,85.9261 ,
9.9333 ,25.6445 ,0.4284 ,77.6032 ,
9.2128 ,11.4840 ,0.7784 ,76.7662 ,
2.1754 ,38.5172 ,0.0000 ,0.0000 ,
0.9074 ,-9.9654 ,0.1808 ,71.6261 ,
14.9706 ,31.1446 ,0.2890 ,10.5788 ,
13.0239 ,32.2783 ,1.2237 ,44.3986 ,
10.8078 ,17.1679 ,0.0000 ,0.0000 ,
10.2320 ,26.8112 ,0.0000 ,0.0000 ,
9.4160 ,20.4413 ,0.0000 ,0.0000 ,
1.9650 ,21.1963 ,1.0568 ,77.9171 ,
1.1581 ,-3.1911 ,0.0370 ,83.9828 ,
0.9067 ,-11.0833 ,0.1696 ,80.9949 ,
18.3713 ,14.6687 ,0.9778 ,80.7832 ,
15.5945 ,29.2553 ,0.0958 ,63.0107 ,
2.0005 ,11.8442 ,1.1611 ,72.8559 ,
1.1593 ,-4.2392 ,0.0366 ,84.7984 ,
0.9122 ,-11.1105 ,0.1743 ,75.0605 ,
0.9771 ,-20.5085 ,0.0062 ,67.6628 ,
17.6389 ,5.8042 ,0.0000 ,0.0000 ,
16.5340 ,2.1690 ,0.6588 ,30.5351 ,
13.2803 ,-0.7793 ,1.1660 ,15.2300 ,
11.7383 ,-0.7213 ,0.4978 ,76.7268 ,
2.0045 ,20.1282 ,1.1080 ,74.2406 ,
1.1609 ,-5.2489 ,0.0490 ,83.7794 ,
0.9765 ,-20.5910 ,0.0128 ,58.5806 ,
0.8637 ,-0.3854 ,0.0086 ,87.2773 ,
10.9430 ,-3.6650 ,0.7096 ,38.0647 ,
9.2821 ,-21.2715 ,1.2565 ,62.8172 ,
2.7453 ,-24.7875 ,0.0000 ,0.0000 ,
2.0135 ,27.1714 ,1.0077 ,78.1090 ,
0.9338 ,-9.7497 ,0.1885 ,60.4735 ,
20.2153 ,-36.5463 ,1.5200 ,63.0502 ,
13.6110 ,-44.7661 ,1.6443 ,61.7541 ,
10.8560 ,-32.4747 ,0.7630 ,53.7587 ,
9.6036 ,-30.6320 ,0.5245 ,84.8539 ,
1.9642 ,18.0461 ,1.1406 ,76.6096 ,
1.1591 ,-4.6020 ,0.0344 ,85.0084 ,
0.9763 ,-20.4875 ,0.0124 ,58.4227 ,
0.8637 ,-0.4890 ,0.0057 ,84.8619 ,
19.7563 ,-32.3250 ,0.0000 ,0.0000 ,
18.4452 ,-32.8161 ,0.6743 ,56.5719 ,
15.5737 ,-44.3301 ,0.1573 ,3.2475 ,
1.9546 ,11.3721 ,1.1559 ,76.4273 ,
1.1598 ,-3.4242 ,0.0316 ,86.5348 ,
0.9200 ,-10.8989 ,0.1820 ,68.1533 ,
0.9751 ,-20.8157 ,0.0222 ,56.9205 ,
18.4637 ,-25.4188 ,1.3260 ,62.2463 ,
15.3011 ,-13.5266 ,0.9544 ,66.1458 ,
13.8871 ,-12.5823 ,0.0000 ,0.0000 ,
13.0109 ,-11.9280 ,0.4152 ,19.7160 ,
1.9508 ,14.5228 ,1.1596 ,77.2137 ,
1.1603 ,-5.2715 ,0.0445 ,85.8601 ,
0.9765 ,-20.6650 ,0.0155 ,57.5809 ,
0.8637 ,-0.3574 ,0.0057 ,83.2575 ,
23.3036 ,12.5265 ,0.0000 ,0.0000 ,
12.4747 ,-12.4788 ,0.0000 ,0.0000 ,
11.6118 ,-9.4044 ,0.1376 ,57.1299 ,
10.7162 ,-5.7327 ,0.5481 ,53.3183 ,
10.0256 ,-0.7966 ,0.3773 ,81.5039 ,
9.3785 ,11.2301 ,1.0125 ,72.7552 ,
1.9921 ,25.2666 ,0.9960 ,79.7394 ,
0.9390 ,-10.0092 ,0.1882 ,59.6864 ,
15.0098 ,30.7347 ,0.3126 ,60.5590 ,
12.7984 ,30.5195 ,1.4897 ,58.5948 ,
10.8442 ,28.0744 ,0.1488 ,36.7659 ,
9.8313 ,19.8058 ,0.9892 ,82.5678 ,
1.9367 ,15.4006 ,1.1558 ,78.5780 ,
1.1597 ,-4.3962 ,0.0335 ,77.8164 ,
0.9075 ,-11.3268 ,0.1715 ,81.1985 ,
19.1070 ,11.2074 ,0.1293 ,77.6281 ,
17.9094 ,20.2475 ,2.2605 ,36.4602 ,
15.3083 ,29.4773 ,0.1341 ,40.2616 ,
1.9533 ,10.6131 ,1.1620 ,77.0531 ,
1.1612 ,-5.3779 ,0.0401 ,85.4053 ,
0.9751 ,-20.9922 ,0.0216 ,56.1999 ,
0.8637 ,-0.4760 ,0.0046 ,83.6237 ,
18.6259 ,10.4867 ,2.0940 ,80.2399 ,
17.3993 ,6.6598 ,2.1983 ,54.7044 ,
13.6207 ,0.7456 ,0.6020 ,46.4918 ,
1.9678 ,20.0130 ,1.0827 ,77.2245 ,
1.1592 ,-4.7234 ,0.0313 ,84.2840 ,
0.9770 ,-20.5304 ,0.0070 ,68.4301 ,
0.8637 ,-0.3266 ,0.0042 ,82.8904 ,
11.9857 ,-0.9104 ,0.6971 ,26.6616 ,
10.5100 ,-5.5590 ,1.1735 ,73.4523 ,
9.2413 ,-16.3863 ,1.2184 ,59.4883 ,
2.1766 ,38.5047 ,0.0130 ,47.7468 ,
0.9043 ,-10.8591 ,0.1727 ,81.2847 ,
21.6863 ,-30.4197 ,0.0000 ,0.0000 ,
20.1519 ,-35.4271 ,0.9302 ,67.3196 ,
11.9717 ,-42.2347 ,1.9647 ,73.9445 ,
9.4339 ,-27.7673 ,0.6273 ,73.6612 ,
1.9860 ,14.3979 ,1.1447 ,73.6801 ,
1.1578 ,-4.4882 ,0.0518 ,85.7156 ,
0.9770 ,-20.5675 ,0.0082 ,70.0589 ,
0.8635 ,-0.3215 ,0.0051 ,82.9940 ,
19.0332 ,-32.5752 ,1.0016 ,21.9740 ,
14.7064 ,-45.3950 ,0.6339 ,22.5919 ,
1.9363 ,12.0250 ,1.1472 ,78.5197 ,
1.1583 ,-4.7859 ,0.0543 ,86.3213 ,
0.9108 ,-10.9535 ,0.1781 ,75.4859 ,
0.9759 ,-20.5897 ,0.0182 ,57.1713 ,
18.3468 ,-26.3865 ,1.6831 ,67.2629 ,
17.0546 ,-14.9007 ,0.7619 ,19.0307 ,
2.0068 ,13.0275 ,1.1679 ,73.6294 ,
1.1613 ,-5.7662 ,0.0516 ,84.6887 ,
