-11.8495, 11.5963, 13.7201
-39.1913, -12.7075, 13.7201
-39.1913, -12.7075, 24.8594
-5.7736, 11.5963, 13.7201
-5.7736, 11.5963, 2.5809
-34.1280, -32.9606, -1.4698
-34.1280, -0.5556, 18.7834
-34.1280, -0.5556, 27.8973
-69.5710, -32.9606, 18.7834
-69.5710, -32.9606, 27.8973
-69.5710, -43.0872, 18.7834
-45.2672, -32.9606, -1.4698
-45.2672, -43.0872, -1.4698
-45.2672, -0.5556, 27.8973
-48.3052, -19.7961, 12.7075
-48.3052, -48.1505, -7.5457
-17.9254, -2.5809, 12.7075
-17.9254, -19.7961, -7.5457
-5.7736, -2.5809, -7.5457
-48.3052, -19.7961, 12.7075
-48.3052, -48.1505, -7.5457
-17.9254, -2.5809, 12.7075
-17.9254, -19.7961, -7.5457
-5.7736, -2.5809, -7.5457
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -35.9986, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -35.9986, -6.5330
-56.4065, -37.0113, 17.7708
-56.4065, -54.2264, -6.5330
-56.4065, -45.1125, -6.5330
-37.1660, -37.0113, -6.5330
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-35.1406, 9.5710, 42.0746
-35.1406, 9.5710, 31.9480
-31.0900, 9.5710, 31.9480
-42.2292, 9.5710, 42.0746
-42.2292, 9.5710, 49.1632
-42.2292, 9.5710, 31.9480
-71.5963, -50.1758, 10.6821
-71.5963, -38.0239, 23.8467
-71.5963, -29.9227, 23.8467
-38.1786, -38.0239, -7.5457
-38.1786, -29.9227, -7.5457
-47.2925, -50.1758, -7.5457
-47.2925, -38.0239, -7.5457
-47.2925, -29.9227, 10.6821
-71.5963, -50.1758, 10.6821
-71.5963, -38.0239, 23.8467
-71.5963, -29.9227, 23.8467
-38.1786, -38.0239, -7.5457
-38.1786, -29.9227, -7.5457
-47.2925, -50.1758, -7.5457
-47.2925, -38.0239, -7.5457
-47.2925, -29.9227, 10.6821
-71.5963, -50.1758, 10.6821
-71.5963, -38.0239, 23.8467
-71.5963, -29.9227, 23.8467
-38.1786, -38.0239, -7.5457
-38.1786, -29.9227, -7.5457
-47.2925, -50.1758, -7.5457
-47.2925, -38.0239, -7.5457
-47.2925, -29.9227, 10.6821
